raceId,lap,leaderGap,driverId,drivername
1064,36,1.044,839,Esteban Ocon
1064,37,2.148,839,Esteban Ocon
1064,38,2.197,839,Esteban Ocon
1064,39,2.042,839,Esteban Ocon
1064,40,0.581,839,Esteban Ocon
1064,41,2.825,839,Esteban Ocon
1064,42,2.639,839,Esteban Ocon
1064,43,3.555,839,Esteban Ocon
1064,44,3.306,839,Esteban Ocon
1064,45,2.396,839,Esteban Ocon
1064,46,1.995,839,Esteban Ocon
1064,47,2.257,839,Esteban Ocon
1064,48,2.149,839,Esteban Ocon
1064,49,4.118,839,Esteban Ocon
1064,50,2.275,839,Esteban Ocon
1064,51,2.22,839,Esteban Ocon
1064,52,1.975,839,Esteban Ocon
1064,53,1.556,839,Esteban Ocon
1064,54,0.992,839,Esteban Ocon
1064,55,1.053,839,Esteban Ocon
1064,56,1.174,839,Esteban Ocon
1064,57,1.331,839,Esteban Ocon
1064,58,1.498,839,Esteban Ocon
1064,59,1.454,839,Esteban Ocon
1064,60,1.459,839,Esteban Ocon
1064,61,1.659,839,Esteban Ocon
1064,62,1.388,839,Esteban Ocon
1064,63,1.858,839,Esteban Ocon
1064,64,1.445,839,Esteban Ocon
1064,65,1.451,839,Esteban Ocon
1064,66,1.944,839,Esteban Ocon
1064,67,2.81,839,Esteban Ocon
1064,68,1.287,839,Esteban Ocon
1064,69,4.015,839,Esteban Ocon
1064,70,2.876,839,Esteban Ocon
1064,71,2.649,839,Esteban Ocon
1064,72,,839,Esteban Ocon
1064,1,9.503,840,Lance Stroll
1064,2,4.502,840,Lance Stroll
1064,3,3.131,840,Lance Stroll
1064,4,2.962,840,Lance Stroll
1064,5,3.045,840,Lance Stroll
1064,6,3.532,840,Lance Stroll
1064,7,2.883,840,Lance Stroll
1064,8,2.809,840,Lance Stroll
1064,9,3.329,840,Lance Stroll
1064,10,3.757,840,Lance Stroll
1064,11,3.645,840,Lance Stroll
1064,12,3.285,840,Lance Stroll
1064,13,2.748,840,Lance Stroll
1064,14,2.54,840,Lance Stroll
1064,15,2.668,840,Lance Stroll
1064,16,2.537,840,Lance Stroll
1064,17,2.011,840,Lance Stroll
1064,18,1.944,840,Lance Stroll
1064,19,1.978,840,Lance Stroll
1064,20,2.015,840,Lance Stroll
1064,21,1.388,840,Lance Stroll
1064,22,3.052,840,Lance Stroll
1064,23,2.652,840,Lance Stroll
1064,24,2.664,840,Lance Stroll
1064,25,2.834,840,Lance Stroll
1064,26,2.845,840,Lance Stroll
1064,27,5.517,840,Lance Stroll
1064,28,19.999,840,Lance Stroll
1064,29,0.86,840,Lance Stroll
1064,30,1.409,840,Lance Stroll
1064,31,1.915,840,Lance Stroll
1064,32,3.808,840,Lance Stroll
1064,33,1.174,840,Lance Stroll
1064,34,2.254,840,Lance Stroll
1064,35,2.097,840,Lance Stroll
1064,36,1.329,840,Lance Stroll
1064,37,1.945,840,Lance Stroll
1064,38,2.469,840,Lance Stroll
1064,39,4.357,840,Lance Stroll
1064,40,2.092,840,Lance Stroll
1064,41,3.778,840,Lance Stroll
1064,42,3.384,840,Lance Stroll
1064,43,4.2,840,Lance Stroll
1064,44,2.935,840,Lance Stroll
1064,45,2.456,840,Lance Stroll
1064,46,2.203,840,Lance Stroll
1064,47,2.305,840,Lance Stroll
1064,48,3.039,840,Lance Stroll
1064,49,3.419,840,Lance Stroll
1064,50,2.839,840,Lance Stroll
1064,51,2.671,840,Lance Stroll
1064,52,2.407,840,Lance Stroll
1064,53,2.223,840,Lance Stroll
1064,54,1.978,840,Lance Stroll
1064,55,1.778,840,Lance Stroll
1064,56,2.035,840,Lance Stroll
1064,57,2.161,840,Lance Stroll
1064,58,2.269,840,Lance Stroll
1064,59,2.647,840,Lance Stroll
1064,60,3.079,840,Lance Stroll
1064,61,2.902,840,Lance Stroll
1064,62,2.364,840,Lance Stroll
1064,63,2.657,840,Lance Stroll
1064,64,2.818,840,Lance Stroll
1064,65,3.828,840,Lance Stroll
1064,66,7.079,840,Lance Stroll
1064,67,3.256,840,Lance Stroll
1064,68,3.532,840,Lance Stroll
1064,69,5.682,840,Lance Stroll
1064,70,2.634,840,Lance Stroll
1064,71,,840,Lance Stroll
1064,72,,840,Lance Stroll
1064,1,8.502,841,Antonio Giovinazzi
1064,2,3.837,841,Antonio Giovinazzi
1064,3,2.959,841,Antonio Giovinazzi
1064,4,2.939,841,Antonio Giovinazzi
1064,5,3.045,841,Antonio Giovinazzi
1064,6,3.015,841,Antonio Giovinazzi
1064,7,2.727,841,Antonio Giovinazzi
1064,8,2.894,841,Antonio Giovinazzi
1064,9,3.805,841,Antonio Giovinazzi
1064,10,3.642,841,Antonio Giovinazzi
1064,11,3.578,841,Antonio Giovinazzi
1064,12,3.071,841,Antonio Giovinazzi
1064,13,2.376,841,Antonio Giovinazzi
1064,14,2.644,841,Antonio Giovinazzi
1064,15,2.417,841,Antonio Giovinazzi
1064,16,2.463,841,Antonio Giovinazzi
1064,17,2.014,841,Antonio Giovinazzi
1064,18,1.909,841,Antonio Giovinazzi
1064,19,1.639,841,Antonio Giovinazzi
1064,20,1.769,841,Antonio Giovinazzi
1064,21,1.363,841,Antonio Giovinazzi
1064,22,3.121,841,Antonio Giovinazzi
1064,23,2.658,841,Antonio Giovinazzi
1064,24,2.822,841,Antonio Giovinazzi
1064,25,3.0,841,Antonio Giovinazzi
1064,26,2.039,841,Antonio Giovinazzi
1064,27,6.049,841,Antonio Giovinazzi
1064,28,19.443,841,Antonio Giovinazzi
1064,29,2.163,841,Antonio Giovinazzi
1064,30,2.042,841,Antonio Giovinazzi
1064,31,2.171,841,Antonio Giovinazzi
1064,32,2.186,841,Antonio Giovinazzi
1064,33,6.748,841,Antonio Giovinazzi
1064,34,21.439,841,Antonio Giovinazzi
1064,35,1.358,841,Antonio Giovinazzi
1064,36,1.342,841,Antonio Giovinazzi
1064,37,1.804,841,Antonio Giovinazzi
1064,38,1.945,841,Antonio Giovinazzi
1064,39,2.121,841,Antonio Giovinazzi
1064,40,0.833,841,Antonio Giovinazzi
1064,41,3.083,841,Antonio Giovinazzi
1064,42,3.422,841,Antonio Giovinazzi
1064,43,3.43,841,Antonio Giovinazzi
1064,44,3.173,841,Antonio Giovinazzi
1064,45,2.327,841,Antonio Giovinazzi
1064,46,2.017,841,Antonio Giovinazzi
1064,47,2.278,841,Antonio Giovinazzi
1064,48,2.519,841,Antonio Giovinazzi
1064,49,5.521,841,Antonio Giovinazzi
1064,50,2.746,841,Antonio Giovinazzi
1064,51,3.432,841,Antonio Giovinazzi
1064,52,4.715,841,Antonio Giovinazzi
1064,53,3.92,841,Antonio Giovinazzi
1064,54,3.448,841,Antonio Giovinazzi
1064,55,2.578,841,Antonio Giovinazzi
1064,56,4.133,841,Antonio Giovinazzi
1064,57,4.925,841,Antonio Giovinazzi
1064,58,2.004,841,Antonio Giovinazzi
1064,59,1.986,841,Antonio Giovinazzi
1064,60,1.969,841,Antonio Giovinazzi
1064,61,2.103,841,Antonio Giovinazzi
1064,62,3.278,841,Antonio Giovinazzi
1064,63,2.073,841,Antonio Giovinazzi
1064,64,1.642,841,Antonio Giovinazzi
1064,65,1.946,841,Antonio Giovinazzi
1064,66,1.586,841,Antonio Giovinazzi
1064,67,1.77,841,Antonio Giovinazzi
1064,68,1.343,841,Antonio Giovinazzi
1064,69,3.442,841,Antonio Giovinazzi
1064,70,1.796,841,Antonio Giovinazzi
1064,71,,841,Antonio Giovinazzi
1064,72,,841,Antonio Giovinazzi
1064,1,3.997,842,Pierre Gasly
1064,2,1.861,842,Pierre Gasly
1064,3,1.67,842,Pierre Gasly
1064,4,1.3,842,Pierre Gasly
1064,5,1.353,842,Pierre Gasly
1064,6,1.238,842,Pierre Gasly
1064,7,1.244,842,Pierre Gasly
1064,8,1.752,842,Pierre Gasly
1064,9,1.802,842,Pierre Gasly
1064,10,1.957,842,Pierre Gasly
1064,11,2.024,842,Pierre Gasly
1064,12,1.574,842,Pierre Gasly
1064,13,1.604,842,Pierre Gasly
1064,14,1.813,842,Pierre Gasly
1064,15,1.175,842,Pierre Gasly
1064,16,1.146,842,Pierre Gasly
1064,17,1.16,842,Pierre Gasly
1064,18,1.268,842,Pierre Gasly
1064,19,0.833,842,Pierre Gasly
1064,20,0.997,842,Pierre Gasly
1064,21,0.934,842,Pierre Gasly
1064,22,2.713,842,Pierre Gasly
1064,23,2.429,842,Pierre Gasly
1064,24,5.413,842,Pierre Gasly
1064,25,18.776,842,Pierre Gasly
1064,26,0.226,842,Pierre Gasly
1064,27,1.892,842,Pierre Gasly
1064,28,0.876,842,Pierre Gasly
1064,29,0.82,842,Pierre Gasly
1064,30,1.385,842,Pierre Gasly
1064,31,0.98,842,Pierre Gasly
1064,32,0.947,842,Pierre Gasly
1064,33,1.143,842,Pierre Gasly
1064,34,2.295,842,Pierre Gasly
1064,35,2.018,842,Pierre Gasly
1064,36,1.344,842,Pierre Gasly
1064,37,1.874,842,Pierre Gasly
1064,38,1.517,842,Pierre Gasly
1064,39,1.942,842,Pierre Gasly
1064,40,0.21,842,Pierre Gasly
1064,41,2.33,842,Pierre Gasly
1064,42,2.12,842,Pierre Gasly
1064,43,1.997,842,Pierre Gasly
1064,44,1.591,842,Pierre Gasly
1064,45,1.708,842,Pierre Gasly
1064,46,1.45,842,Pierre Gasly
1064,47,1.583,842,Pierre Gasly
1064,48,1.676,842,Pierre Gasly
1064,49,2.33,842,Pierre Gasly
1064,50,2.529,842,Pierre Gasly
1064,51,2.665,842,Pierre Gasly
1064,52,1.888,842,Pierre Gasly
1064,53,1.959,842,Pierre Gasly
1064,54,1.422,842,Pierre Gasly
1064,55,1.258,842,Pierre Gasly
1064,56,1.151,842,Pierre Gasly
1064,57,1.368,842,Pierre Gasly
1064,58,1.357,842,Pierre Gasly
1064,59,1.621,842,Pierre Gasly
1064,60,1.591,842,Pierre Gasly
1064,61,1.476,842,Pierre Gasly
1064,62,1.172,842,Pierre Gasly
1064,63,1.48,842,Pierre Gasly
1064,64,1.426,842,Pierre Gasly
1064,65,1.822,842,Pierre Gasly
1064,66,2.646,842,Pierre Gasly
1064,67,4.528,842,Pierre Gasly
1064,68,3.107,842,Pierre Gasly
1064,69,3.586,842,Pierre Gasly
1064,70,2.016,842,Pierre Gasly
1064,71,2.103,842,Pierre Gasly
1064,72,,842,Pierre Gasly
1064,1,4.934,844,Charles Leclerc
1064,2,2.925,844,Charles Leclerc
1064,3,2.249,844,Charles Leclerc
1064,4,2.153,844,Charles Leclerc
1064,5,1.699,844,Charles Leclerc
1064,6,1.697,844,Charles Leclerc
1064,7,1.488,844,Charles Leclerc
1064,8,1.427,844,Charles Leclerc
1064,9,1.577,844,Charles Leclerc
1064,10,2.114,844,Charles Leclerc
1064,11,1.468,844,Charles Leclerc
1064,12,1.413,844,Charles Leclerc
1064,13,1.256,844,Charles Leclerc
1064,14,1.214,844,Charles Leclerc
1064,15,1.409,844,Charles Leclerc
1064,16,1.115,844,Charles Leclerc
1064,17,0.998,844,Charles Leclerc
1064,18,1.0,844,Charles Leclerc
1064,19,0.724,844,Charles Leclerc
1064,20,1.017,844,Charles Leclerc
1064,21,0.711,844,Charles Leclerc
1064,22,2.565,844,Charles Leclerc
1064,23,1.823,844,Charles Leclerc
1064,24,2.574,844,Charles Leclerc
1064,25,1.513,844,Charles Leclerc
1064,26,1.322,844,Charles Leclerc
1064,27,1.851,844,Charles Leclerc
1064,28,1.747,844,Charles Leclerc
1064,29,1.174,844,Charles Leclerc
1064,30,2.177,844,Charles Leclerc
1064,31,1.532,844,Charles Leclerc
1064,32,2.532,844,Charles Leclerc
1064,33,3.017,844,Charles Leclerc
1064,34,6.826,844,Charles Leclerc
1064,35,20.638,844,Charles Leclerc
1064,36,0.748,844,Charles Leclerc
1064,37,1.174,844,Charles Leclerc
1064,38,1.13,844,Charles Leclerc
1064,39,1.196,844,Charles Leclerc
1064,40,0.0,844,Charles Leclerc
1064,41,1.874,844,Charles Leclerc
1064,42,2.038,844,Charles Leclerc
1064,43,1.856,844,Charles Leclerc
1064,44,1.417,844,Charles Leclerc
1064,45,1.421,844,Charles Leclerc
1064,46,1.31,844,Charles Leclerc
1064,47,1.718,844,Charles Leclerc
1064,48,1.385,844,Charles Leclerc
1064,49,2.194,844,Charles Leclerc
1064,50,1.648,844,Charles Leclerc
1064,51,1.705,844,Charles Leclerc
1064,52,1.31,844,Charles Leclerc
1064,53,2.299,844,Charles Leclerc
1064,54,1.587,844,Charles Leclerc
1064,55,0.781,844,Charles Leclerc
1064,56,1.095,844,Charles Leclerc
1064,57,1.402,844,Charles Leclerc
1064,58,1.255,844,Charles Leclerc
1064,59,1.439,844,Charles Leclerc
1064,60,1.512,844,Charles Leclerc
1064,61,1.512,844,Charles Leclerc
1064,62,1.15,844,Charles Leclerc
1064,63,3.121,844,Charles Leclerc
1064,64,4.049,844,Charles Leclerc
1064,65,2.45,844,Charles Leclerc
1064,66,2.313,844,Charles Leclerc
1064,67,1.923,844,Charles Leclerc
1064,68,1.303,844,Charles Leclerc
1064,69,2.72,844,Charles Leclerc
1064,70,3.042,844,Charles Leclerc
1064,71,2.494,844,Charles Leclerc
1064,72,,844,Charles Leclerc
1064,1,9.75,846,Lando Norris
1064,2,4.701,846,Lando Norris
1064,3,3.465,846,Lando Norris
1064,4,3.248,846,Lando Norris
1064,5,2.815,846,Lando Norris
1064,6,3.341,846,Lando Norris
1064,7,3.077,846,Lando Norris
1064,8,2.819,846,Lando Norris
1064,9,3.781,846,Lando Norris
1064,10,3.701,846,Lando Norris
1064,11,3.458,846,Lando Norris
1064,12,3.233,846,Lando Norris
1064,13,2.888,846,Lando Norris
1064,14,2.844,846,Lando Norris
1064,15,2.542,846,Lando Norris
1064,16,2.314,846,Lando Norris
1064,17,2.174,846,Lando Norris
1064,18,2.006,846,Lando Norris
1064,19,1.797,846,Lando Norris
1064,20,2.177,846,Lando Norris
1064,21,1.431,846,Lando Norris
1064,22,3.053,846,Lando Norris
1064,23,2.639,846,Lando Norris
1064,24,2.529,846,Lando Norris
1064,25,2.373,846,Lando Norris
1064,26,2.637,846,Lando Norris
1064,27,2.928,846,Lando Norris
1064,28,1.789,846,Lando Norris
1064,29,1.058,846,Lando Norris
1064,30,1.691,846,Lando Norris
1064,31,1.024,846,Lando Norris
1064,32,1.571,846,Lando Norris
1064,33,1.696,846,Lando Norris
1064,34,2.287,846,Lando Norris
1064,35,2.033,846,Lando Norris
1064,36,1.59,846,Lando Norris
1064,37,2.177,846,Lando Norris
1064,38,5.416,846,Lando Norris
1064,39,2.445,846,Lando Norris
1064,40,0.988,846,Lando Norris
1064,41,3.001,846,Lando Norris
1064,42,6.105,846,Lando Norris
1064,43,21.77,846,Lando Norris
1064,44,1.008,846,Lando Norris
1064,45,0.768,846,Lando Norris
1064,46,0.454,846,Lando Norris
1064,47,0.783,846,Lando Norris
1064,48,0.617,846,Lando Norris
1064,49,1.154,846,Lando Norris
1064,50,0.939,846,Lando Norris
1064,51,1.158,846,Lando Norris
1064,52,1.159,846,Lando Norris
1064,53,1.509,846,Lando Norris
1064,54,1.069,846,Lando Norris
1064,55,0.482,846,Lando Norris
1064,56,1.04,846,Lando Norris
1064,57,1.447,846,Lando Norris
1064,58,1.744,846,Lando Norris
1064,59,1.696,846,Lando Norris
1064,60,1.799,846,Lando Norris
1064,61,1.575,846,Lando Norris
1064,62,1.553,846,Lando Norris
1064,63,1.217,846,Lando Norris
1064,64,1.403,846,Lando Norris
1064,65,4.257,846,Lando Norris
1064,66,2.155,846,Lando Norris
1064,67,2.51,846,Lando Norris
1064,68,2.226,846,Lando Norris
1064,69,3.067,846,Lando Norris
1064,70,1.714,846,Lando Norris
1064,71,2.135,846,Lando Norris
1064,72,,846,Lando Norris
1064,1,9.137,847,George Russell
1064,2,4.39,847,George Russell
1064,3,3.005,847,George Russell
1064,4,3.063,847,George Russell
1064,5,3.132,847,George Russell
1064,6,3.325,847,George Russell
1064,7,2.765,847,George Russell
1064,8,2.85,847,George Russell
1064,9,3.473,847,George Russell
1064,10,3.755,847,George Russell
1064,11,3.83,847,George Russell
1064,12,3.105,847,George Russell
1064,13,2.634,847,George Russell
1064,14,2.589,847,George Russell
1064,15,2.712,847,George Russell
1064,16,2.389,847,George Russell
1064,17,2.084,847,George Russell
1064,18,1.936,847,George Russell
1064,19,1.828,847,George Russell
1064,20,1.941,847,George Russell
1064,21,1.213,847,George Russell
1064,22,3.028,847,George Russell
1064,23,2.332,847,George Russell
1064,24,2.774,847,George Russell
1064,25,2.833,847,George Russell
1064,26,2.167,847,George Russell
1064,27,5.094,847,George Russell
1064,28,20.189,847,George Russell
1064,29,1.377,847,George Russell
1064,30,1.767,847,George Russell
1064,31,2.582,847,George Russell
1064,32,1.769,847,George Russell
1064,33,2.807,847,George Russell
1064,34,2.352,847,George Russell
1064,35,2.207,847,George Russell
1064,36,1.138,847,George Russell
1064,37,1.9,847,George Russell
1064,38,2.83,847,George Russell
1064,39,4.377,847,George Russell
1064,40,2.136,847,George Russell
1064,41,3.887,847,George Russell
1064,42,3.366,847,George Russell
1064,43,4.064,847,George Russell
1064,44,2.886,847,George Russell
1064,45,2.447,847,George Russell
1064,46,2.143,847,George Russell
1064,47,2.381,847,George Russell
1064,48,3.006,847,George Russell
1064,49,3.576,847,George Russell
1064,50,2.804,847,George Russell
1064,51,2.497,847,George Russell
1064,52,2.41,847,George Russell
1064,53,2.286,847,George Russell
1064,54,2.036,847,George Russell
1064,55,1.753,847,George Russell
1064,56,2.05,847,George Russell
1064,57,2.178,847,George Russell
1064,58,2.349,847,George Russell
1064,59,2.626,847,George Russell
1064,60,3.055,847,George Russell
1064,61,2.913,847,George Russell
1064,62,2.267,847,George Russell
1064,63,2.721,847,George Russell
1064,64,2.954,847,George Russell
1064,65,3.124,847,George Russell
1064,66,2.86,847,George Russell
1064,67,6.202,847,George Russell
1064,68,8.627,847,George Russell
1064,69,51.838,847,George Russell
1064,70,,847,George Russell
1064,71,,847,George Russell
1064,72,,847,George Russell
1064,1,19.594,849,Nicholas Latifi
1064,2,1.869,849,Nicholas Latifi
1064,3,2.869,849,Nicholas Latifi
1064,4,4.242,849,Nicholas Latifi
1064,5,2.718,849,Nicholas Latifi
1064,6,3.434,849,Nicholas Latifi
1064,7,2.54,849,Nicholas Latifi
1064,8,3.103,849,Nicholas Latifi
1064,9,3.286,849,Nicholas Latifi
1064,10,3.21,849,Nicholas Latifi
1064,11,3.779,849,Nicholas Latifi
1064,12,3.635,849,Nicholas Latifi
1064,13,2.475,849,Nicholas Latifi
1064,14,2.393,849,Nicholas Latifi
1064,15,2.048,849,Nicholas Latifi
1064,16,2.559,849,Nicholas Latifi
1064,17,2.305,849,Nicholas Latifi
1064,18,3.055,849,Nicholas Latifi
1064,19,2.681,849,Nicholas Latifi
1064,20,2.327,849,Nicholas Latifi
1064,21,1.976,849,Nicholas Latifi
1064,22,3.445,849,Nicholas Latifi
1064,23,6.403,849,Nicholas Latifi
1064,24,21.196,849,Nicholas Latifi
1064,25,1.372,849,Nicholas Latifi
1064,26,1.945,849,Nicholas Latifi
1064,27,2.017,849,Nicholas Latifi
1064,28,1.779,849,Nicholas Latifi
1064,29,2.442,849,Nicholas Latifi
1064,30,1.923,849,Nicholas Latifi
1064,31,1.548,849,Nicholas Latifi
1064,32,2.246,849,Nicholas Latifi
1064,33,2.34,849,Nicholas Latifi
1064,34,4.409,849,Nicholas Latifi
1064,35,2.532,849,Nicholas Latifi
1064,36,3.033,849,Nicholas Latifi
1064,37,2.547,849,Nicholas Latifi
1064,38,2.505,849,Nicholas Latifi
1064,39,2.762,849,Nicholas Latifi
1064,40,2.716,849,Nicholas Latifi
1064,41,3.741,849,Nicholas Latifi
1064,42,3.407,849,Nicholas Latifi
1064,43,2.771,849,Nicholas Latifi
1064,44,3.094,849,Nicholas Latifi
1064,45,2.501,849,Nicholas Latifi
1064,46,2.826,849,Nicholas Latifi
1064,47,2.812,849,Nicholas Latifi
1064,48,2.541,849,Nicholas Latifi
1064,49,3.444,849,Nicholas Latifi
1064,50,4.776,849,Nicholas Latifi
1064,51,4.105,849,Nicholas Latifi
1064,52,3.344,849,Nicholas Latifi
1064,53,5.312,849,Nicholas Latifi
1064,54,3.199,849,Nicholas Latifi
1064,55,2.408,849,Nicholas Latifi
1064,56,2.713,849,Nicholas Latifi
1064,57,7.007,849,Nicholas Latifi
1064,58,4.54,849,Nicholas Latifi
1064,59,4.616,849,Nicholas Latifi
1064,60,3.591,849,Nicholas Latifi
1064,61,2.895,849,Nicholas Latifi
1064,62,3.007,849,Nicholas Latifi
1064,63,3.295,849,Nicholas Latifi
1064,64,4.356,849,Nicholas Latifi
1064,65,4.109,849,Nicholas Latifi
1064,66,6.732,849,Nicholas Latifi
1064,67,6.883,849,Nicholas Latifi
1064,68,5.232,849,Nicholas Latifi
1064,69,6.228,849,Nicholas Latifi
1064,70,6.327,849,Nicholas Latifi
1064,71,,849,Nicholas Latifi
1064,72,,849,Nicholas Latifi
1064,1,10.287,852,Yuki Tsunoda
1064,2,4.755,852,Yuki Tsunoda
1064,3,3.639,852,Yuki Tsunoda
1064,4,3.192,852,Yuki Tsunoda
1064,5,2.846,852,Yuki Tsunoda
1064,6,3.21,852,Yuki Tsunoda
1064,7,3.38,852,Yuki Tsunoda
1064,8,2.944,852,Yuki Tsunoda
1064,9,3.788,852,Yuki Tsunoda
1064,10,3.731,852,Yuki Tsunoda
1064,11,3.755,852,Yuki Tsunoda
1064,12,3.16,852,Yuki Tsunoda
1064,13,2.937,852,Yuki Tsunoda
1064,14,2.818,852,Yuki Tsunoda
1064,15,2.6,852,Yuki Tsunoda
1064,16,2.649,852,Yuki Tsunoda
1064,17,2.207,852,Yuki Tsunoda
1064,18,2.156,852,Yuki Tsunoda
1064,19,1.62,852,Yuki Tsunoda
1064,20,2.104,852,Yuki Tsunoda
1064,21,1.452,852,Yuki Tsunoda
1064,22,3.152,852,Yuki Tsunoda
1064,23,4.004,852,Yuki Tsunoda
1064,24,3.31,852,Yuki Tsunoda
1064,25,2.751,852,Yuki Tsunoda
1064,26,2.291,852,Yuki Tsunoda
1064,27,2.785,852,Yuki Tsunoda
1064,28,2.449,852,Yuki Tsunoda
1064,29,1.984,852,Yuki Tsunoda
1064,30,2.628,852,Yuki Tsunoda
1064,31,5.431,852,Yuki Tsunoda
1064,32,20.667,852,Yuki Tsunoda
1064,33,1.557,852,Yuki Tsunoda
1064,34,2.587,852,Yuki Tsunoda
1064,35,3.652,852,Yuki Tsunoda
1064,36,2.333,852,Yuki Tsunoda
1064,37,2.606,852,Yuki Tsunoda
1064,38,3.111,852,Yuki Tsunoda
1064,39,2.91,852,Yuki Tsunoda
1064,40,1.184,852,Yuki Tsunoda
1064,41,3.146,852,Yuki Tsunoda
1064,42,2.943,852,Yuki Tsunoda
1064,43,2.524,852,Yuki Tsunoda
1064,44,2.105,852,Yuki Tsunoda
1064,45,2.269,852,Yuki Tsunoda
1064,46,2.164,852,Yuki Tsunoda
1064,47,2.458,852,Yuki Tsunoda
1064,48,15.317,852,Yuki Tsunoda
1064,49,,852,Yuki Tsunoda
1064,50,,852,Yuki Tsunoda
1064,51,,852,Yuki Tsunoda
1064,52,,852,Yuki Tsunoda
1064,53,,852,Yuki Tsunoda
1064,54,,852,Yuki Tsunoda
1064,55,,852,Yuki Tsunoda
1064,56,,852,Yuki Tsunoda
1064,57,,852,Yuki Tsunoda
1064,58,,852,Yuki Tsunoda
1064,59,,852,Yuki Tsunoda
1064,60,,852,Yuki Tsunoda
1064,61,,852,Yuki Tsunoda
1064,62,,852,Yuki Tsunoda
1064,63,,852,Yuki Tsunoda
1064,64,,852,Yuki Tsunoda
1064,65,,852,Yuki Tsunoda
1064,66,,852,Yuki Tsunoda
1064,67,,852,Yuki Tsunoda
1064,68,,852,Yuki Tsunoda
1064,69,,852,Yuki Tsunoda
1064,70,,852,Yuki Tsunoda
1064,71,,852,Yuki Tsunoda
1064,72,,852,Yuki Tsunoda
1064,1,11.891,853,Nikita Mazepin
1064,2,4.848,853,Nikita Mazepin
1064,3,4.603,853,Nikita Mazepin
1064,4,4.096,853,Nikita Mazepin
1064,5,3.571,853,Nikita Mazepin
1064,6,3.765,853,Nikita Mazepin
1064,7,3.143,853,Nikita Mazepin
1064,8,3.058,853,Nikita Mazepin
1064,9,3.648,853,Nikita Mazepin
1064,10,3.889,853,Nikita Mazepin
1064,11,3.79,853,Nikita Mazepin
1064,12,3.635,853,Nikita Mazepin
1064,13,4.878,853,Nikita Mazepin
1064,14,3.428,853,Nikita Mazepin
1064,15,3.986,853,Nikita Mazepin
1064,16,3.236,853,Nikita Mazepin
1064,17,2.738,853,Nikita Mazepin
1064,18,2.776,853,Nikita Mazepin
1064,19,3.567,853,Nikita Mazepin
1064,20,2.802,853,Nikita Mazepin
1064,21,2.456,853,Nikita Mazepin
1064,22,3.923,853,Nikita Mazepin
1064,23,3.622,853,Nikita Mazepin
1064,24,6.653,853,Nikita Mazepin
1064,25,6.667,853,Nikita Mazepin
1064,26,2.734,853,Nikita Mazepin
1064,27,3.212,853,Nikita Mazepin
1064,28,3.246,853,Nikita Mazepin
1064,29,2.608,853,Nikita Mazepin
1064,30,4.633,853,Nikita Mazepin
1064,31,3.515,853,Nikita Mazepin
1064,32,3.867,853,Nikita Mazepin
1064,33,6.271,853,Nikita Mazepin
1064,34,22.496,853,Nikita Mazepin
1064,35,1.924,853,Nikita Mazepin
1064,36,1.43,853,Nikita Mazepin
1064,37,4.719,853,Nikita Mazepin
1064,38,2.102,853,Nikita Mazepin
1064,39,2.637,853,Nikita Mazepin
1064,40,2.31,853,Nikita Mazepin
1064,41,7.487,853,Nikita Mazepin
1064,42,,853,Nikita Mazepin
1064,43,,853,Nikita Mazepin
1064,44,,853,Nikita Mazepin
1064,45,,853,Nikita Mazepin
1064,46,,853,Nikita Mazepin
1064,47,,853,Nikita Mazepin
1064,48,,853,Nikita Mazepin
1064,49,,853,Nikita Mazepin
1064,50,,853,Nikita Mazepin
1064,51,,853,Nikita Mazepin
1064,52,,853,Nikita Mazepin
1064,53,,853,Nikita Mazepin
1064,54,,853,Nikita Mazepin
1064,55,,853,Nikita Mazepin
1064,56,,853,Nikita Mazepin
1064,57,,853,Nikita Mazepin
1064,58,,853,Nikita Mazepin
1064,59,,853,Nikita Mazepin
1064,60,,853,Nikita Mazepin
1064,61,,853,Nikita Mazepin
1064,62,,853,Nikita Mazepin
1064,63,,853,Nikita Mazepin
1064,64,,853,Nikita Mazepin
1064,65,,853,Nikita Mazepin
1064,66,,853,Nikita Mazepin
1064,67,,853,Nikita Mazepin
1064,68,,853,Nikita Mazepin
1064,69,,853,Nikita Mazepin
1064,70,,853,Nikita Mazepin
1064,71,,853,Nikita Mazepin
1064,72,,853,Nikita Mazepin
1064,1,11.996,854,Mick Schumacher
1064,2,5.314,854,Mick Schumacher
1064,3,5.712,854,Mick Schumacher
1064,4,10.462,854,Mick Schumacher
1064,5,37.915,854,Mick Schumacher
1064,6,2.31,854,Mick Schumacher
1064,7,5.659,854,Mick Schumacher
1064,8,4.099,854,Mick Schumacher
1064,9,3.382,854,Mick Schumacher
1064,10,3.415,854,Mick Schumacher
1064,11,3.367,854,Mick Schumacher
1064,12,2.938,854,Mick Schumacher
1064,13,4.514,854,Mick Schumacher
1064,14,5.709,854,Mick Schumacher
1064,15,3.301,854,Mick Schumacher
1064,16,5.421,854,Mick Schumacher
1064,17,3.059,854,Mick Schumacher
1064,18,2.927,854,Mick Schumacher
1064,19,2.489,854,Mick Schumacher
1064,20,3.154,854,Mick Schumacher
1064,21,4.17,854,Mick Schumacher
1064,22,3.899,854,Mick Schumacher
1064,23,6.177,854,Mick Schumacher
1064,24,7.891,854,Mick Schumacher
